peak_id,Chr,Start,End
Tb927.5.1310,Tb927_05_v5.1,484891,486044
Tb927.5.1320,Tb927_05_v5.1,487418,490066
Tb927.5.1330,Tb927_05_v5.1,490230,493354
Tb927.5.1340,Tb927_05_v5.1,493678,496303
Tb927.5.1350,Tb927_05_v5.1,496431,498141
Tb927.5.1360,Tb927_05_v5.1,498287,499623
Tb927.5.1370,Tb927_05_v5.1,499823,500612
Tb927.5.1380,Tb927_05_v5.1,501082,502588
Tb927.5.1390,Tb927_05_v5.1,505658,507016
Tb927.5.1400,Tb927_05_v5.1,507401,508174
Tb927.5.1410,Tb927_05_v5.1,508588,509949
Tb927.5.1420,Tb927_05_v5.1,510340,511113
Tb927.5.1430,Tb927_05_v5.1,511527,512891
Tb927.5.1440,Tb927_05_v5.1,513284,514204
Tb927.5.1450,Tb927_05_v5.1,516165,520286
Tb927.5.1460,Tb927_05_v5.1,520968,522614
Tb927.5.1470,Tb927_05_v5.1,522980,524982
Tb927.5.1480,Tb927_05_v5.1,525221,527447
Tb927.5.1490,Tb927_05_v5.1,527473,531803
Tb927.5.1500,Tb927_05_v5.1,531978,533947
Tb927.5.1500,Tb927_05_v5.1,531978,534701
Tb927.5.1510,Tb927_05_v5.1,534218,535930
Tb927.5.1520,Tb927_05_v5.1,536261,539010
Tb927.5.1530,Tb927_05_v5.1,539206,541060
Tb927.5.1540,Tb927_05_v5.1,540971,543465
Tb927.5.1550,Tb927_05_v5.1,543986,545810
Tb927.5.1560,Tb927_05_v5.1,545971,548567
Tb927.5.1570,Tb927_05_v5.1,548836,552161
Tb927.5.1580,Tb927_05_v5.1,552259,555599
Tb927.5.1590,Tb927_05_v5.1,562240,563224
Tb927.5.1600,Tb927_05_v5.1,564981,567799
Tb927.5.1610,Tb927_05_v5.1,568153,568951
Tb927.5.1620,Tb927_05_v5.1,569206,570410
Tb927.5.1630,Tb927_05_v5.1,570583,571496
Tb927.5.1640,Tb927_05_v5.1,571652,574319
Tb927.5.1650,Tb927_05_v5.1,574780,576916
Tb927.5.1660,Tb927_05_v5.1,580735,583834
Tb927.5.1670,Tb927_05_v5.1,584183,585232
Tb927.5.1680,Tb927_05_v5.1,585798,591815
Tb927.5.1690,Tb927_05_v5.1,591870,594676
Tb927.5.1700,Tb927_05_v5.1,594810,597911
Tb927.5.1710,Tb927_05_v5.1,597755,598939
Tb927.5.1720,Tb927_05_v5.1,600076,601997
Tb927.5.1730,Tb927_05_v5.1,602451,603281
Tb927.5.1740,Tb927_05_v5.1,603406,604091
Tb927.5.1750,Tb927_05_v5.1,604220,606194
Tb927.5.1760,Tb927_05_v5.1,606340,609254
Tb927.5.1770,Tb927_05_v5.1,609951,612212
Tb927.5.1780,Tb927_05_v5.1,612330,614793
Tb927.5.1790,Tb927_05_v5.1,615006,617214
Tb927.5.1800,Tb927_05_v5.1,617330,617967
Tb927.5.1810,Tb927_05_v5.1,618075,620849
Tb927.5.1820,Tb927_05_v5.1,621013,621511
Tb927.5.1830,Tb927_05_v5.1,622145,625006
Tb927.5.1840,Tb927_05_v5.1,625113,625779
Tb927.5.1850,Tb927_05_v5.1,625889,635424
Tb927.5.1860,Tb927_05_v5.1,635577,637245
Tb927.5.1870,Tb927_05_v5.1,637388,640354
Tb927.5.1880,Tb927_05_v5.1,640468,641400
Tb927.5.1890,Tb927_05_v5.1,641563,646188
Tb927.5.1900,Tb927_05_v5.1,646309,648837
Tb927.5.1910,Tb927_05_v5.1,649015,652553
Tb927.5.1920,Tb927_05_v5.1,652975,655145
Tb927.5.1930,Tb927_05_v5.1,655258,656112
Tb927.5.1940,Tb927_05_v5.1,656922,658441
Tb927.5.1950,Tb927_05_v5.1,658716,662483
Tb927.5.1960,Tb927_05_v5.1,662942,664496
Tb927.5.1970,Tb927_05_v5.1,664674,665766
Tb927.5.1980,Tb927_05_v5.1,668394,672728
Tb927.5.1990,Tb927_05_v5.1,670999,674892
Tb927.5.1990,Tb927_05_v5.1,673018,674892
Tb927.5.2000,Tb927_05_v5.1,677644,682210
Tb927.5.2010,Tb927_05_v5.1,685759,686916
Tb5.NT.46,Tb927_05_v5.1,687084,687239
Tb927.5.2020,Tb927_05_v5.1,688175,702305
Tb927.5.2030,Tb927_05_v5.1,701365,703878
Tb927_05_v4.snoRNA.0001,Tb927_05_v5.1,704233,704320
Tb927.5.2040,Tb927_05_v5.1,704745,706019
Tb927.5.2050,Tb927_05_v5.1,706134,707405
Tb927.5.2060,Tb927_05_v5.1,707572,709968
Tb927.5.2070,Tb927_05_v5.1,710142,712376
Tb927.5.2080,Tb927_05_v5.1,712519,715001
Tb927.5.2090,Tb927_05_v5.1,716293,720202
Tb927.5.2100,Tb927_05_v5.1,720528,722027
Tb927.5.2110,Tb927_05_v5.1,722184,722986
Tb927.5.2120,Tb927_05_v5.1,723649,728529
Tb927.5.2130,Tb927_05_v5.1,727258,730580
Tb927.5.2140,Tb927_05_v5.1,732076,735272
Tb927.5.2150,Tb927_05_v5.1,734757,737200
Tb927.5.2160,Tb927_05_v5.1,747904,748486
Tb927.5.2170,Tb927_05_v5.1,749381,750025
Tb927.5.2180,Tb927_05_v5.1,750144,751747
Tb927.5.2190,Tb927_05_v5.1,751869,753225
Tb927.5.2200,Tb927_05_v5.1,753563,754207
Tb927.5.2210,Tb927_05_v5.1,754326,755818
Tb927.5.2220,Tb927_05_v5.1,756051,757407
Tb927.5.2230,Tb927_05_v5.1,757745,758389
Tb927.5.2240,Tb927_05_v5.1,758508,760000
Tb927.5.2250,Tb927_05_v5.1,760233,761589
Tb927.5.2260,Tb927_05_v5.1,761927,762699
Tb927.5.2270,Tb927_05_v5.1,762811,764433
Tb927.5.2280,Tb927_05_v5.1,764618,766211
Tb927.5.2290,Tb927_05_v5.1,766330,773163
Tb927.5.2300,Tb927_05_v5.1,773621,777872
Tb927.5.2310,Tb927_05_v5.1,778339,780991
Tb927.5.2320,Tb927_05_v5.1,781673,785018
Tb927.5.2325,Tb927_05_v5.1,785165,786324
Tb927.5.2330,Tb927_05_v5.1,786578,800194
Tb927.5.2340,Tb927_05_v5.1,800572,802489
Tb927_05_v4.snoRNA.0003,Tb927_05_v5.1,802714,802800
Tb927_05_v4.snoRNA.0002,Tb927_05_v5.1,802907,802994
Tb927.5.2350,Tb927_05_v5.1,803257,805899
Tb927.5.2360,Tb927_05_v5.1,805944,811523
Tb927.5.2370,Tb927_05_v5.1,811917,813505
Tb927.5.2380,Tb927_05_v5.1,813676,814904
Tb927.5.2390,Tb927_05_v5.1,815125,817780
Tb927.5.2400,Tb927_05_v5.1,818040,823848
Tb927.5.2410,Tb927_05_v5.1,824282,830177
Tb927.5.2420,Tb927_05_v5.1,830292,833301
Tb5.NT.60,Tb927_05_v5.1,833508,833813
Tb927.5.2430,Tb927_05_v5.1,833960,836161
Tb5.NT.61,Tb927_05_v5.1,836307,836873
Tb927.5.2440,Tb927_05_v5.1,837030,840596
Tb927.5.2450,Tb927_05_v5.1,841884,846107
Tb927.5.2460,Tb927_05_v5.1,846775,848337
Tb927.5.2470,Tb927_05_v5.1,848754,850328
Tb927.5.2480,Tb927_05_v5.1,851871,853750
Tb927.5.2490,Tb927_05_v5.1,856942,859222
Tb927.5.2500,Tb927_05_v5.1,860098,864778
Tb927.5.2510,Tb927_05_v5.1,865079,869601
Tb927.5.2520,Tb927_05_v5.1,870244,873182
Tb927.5.2530,Tb927_05_v5.1,873481,877991
Tb927.5.2540,Tb927_05_v5.1,878115,879654
Tb927.5.2550,Tb927_05_v5.1,880053,881604
Tb927.5.2560,Tb927_05_v5.1,881585,882313
Tb927.5.2570,Tb927_05_v5.1,882438,884911
Tb927.5.2580,Tb927_05_v5.1,885579,886593
Tb927.5.2590,Tb927_05_v5.1,887820,888850
Tb927.5.2600,Tb927_05_v5.1,888983,892234
Tb927.5.2610,Tb927_05_v5.1,892304,893344
Tb927.5.2620,Tb927_05_v5.1,894369,900032
Tb927.5.2630,Tb927_05_v5.1,901002,901824
Tb927.5.2640,Tb927_05_v5.1,902278,903345
Tb927.5.2650,Tb927_05_v5.1,903479,905724
Tb927.5.2660,Tb927_05_v5.1,905688,908338
Tb927.5.2670,Tb927_05_v5.1,908667,909493
Tb927.5.2680,Tb927_05_v5.1,909593,911866
Tb927.5.2690,Tb927_05_v5.1,912391,913472
Tb927.5.2700,Tb927_05_v5.1,913636,914950
Tb927.5.2710,Tb927_05_v5.1,915079,918027
Tb927.5.2720,Tb927_05_v5.1,918515,919951
Tb927.5.2730,Tb927_05_v5.1,920287,922451
Tb927.5.2740,Tb927_05_v5.1,922615,924057
Tb927.5.2750,Tb927_05_v5.1,925021,927142
Tb927.5.2760,Tb927_05_v5.1,926671,928860
Tb927.5.2765,Tb927_05_v5.1,931360,931432
Tb927.5.2770,Tb927_05_v5.1,933721,935182
Tb927.5.2780,Tb927_05_v5.1,935092,937903
Tb927.5.2790,Tb927_05_v5.1,939445,942152
Tb927.5.2800,Tb927_05_v5.1,942614,945875
Tb927.5.2810,Tb927_05_v5.1,946003,947046
Tb927.5.2820,Tb927_05_v5.1,947449,951689
Tb927.5.2830,Tb927_05_v5.1,951795,952618
Tb927.5.2840,Tb927_05_v5.1,952829,953360
Tb927.5.2850,Tb927_05_v5.1,954146,955716
Tb927.5.2860,Tb927_05_v5.1,955841,958069
Tb927.5.2870,Tb927_05_v5.1,959901,961357
Tb927.5.2880,Tb927_05_v5.1,962195,962811
Tb927.5.2890,Tb927_05_v5.1,963582,970124
Tb927.5.2890,Tb927_05_v5.1,963582,970325
Tb927.5.2900,Tb927_05_v5.1,971001,973702
Tb5.NT.67,Tb927_05_v5.1,973818,974065
Tb927.5.2910,Tb927_05_v5.1,980389,980981
Tb927.5.2920,Tb927_05_v5.1,981185,982595
Tb927.5.2930,Tb927_05_v5.1,982800,984100
Tb927.5.2940,Tb927_05_v5.1,984211,985898
Tb927.5.2950,Tb927_05_v5.1,986414,989109
Tb927.5.2960,Tb927_05_v5.1,989274,990676
Tb927.5.2970,Tb927_05_v5.1,991121,993844
Tb927.5.2980,Tb927_05_v5.1,994045,998146
Tb927.5.2990,Tb927_05_v5.1,998286,999500
Tb927.5.3000,Tb927_05_v5.1,999759,1000955
Tb927.5.3010,Tb927_05_v5.1,1001118,1002695
Tb927.5.3020,Tb927_05_v5.1,1003535,1005094
Tb927.5.3030,Tb927_05_v5.1,1005198,1010226
Tb927.5.3040,Tb927_05_v5.1,1010381,1011257
Tb927.5.3050,Tb927_05_v5.1,1011964,1014473
Tb927.5.3060,Tb927_05_v5.1,1014605,1015625
Tb927.5.3070,Tb927_05_v5.1,1015818,1017829
Tb927.5.3080,Tb927_05_v5.1,1018434,1019750
Tb927.5.3090,Tb927_05_v5.1,1019832,1020489
Tb927.5.3100,Tb927_05_v5.1,1020468,1025364
Tb927.5.3110,Tb927_05_v5.1,1025274,1026662
Tb927.5.3120,Tb927_05_v5.1,1027432,1028494
Tb927.5.3130,Tb927_05_v5.1,1029592,1033275
Tb927.5.3140,Tb927_05_v5.1,1033544,1034316
Tb927.5.3150,Tb927_05_v5.1,1034429,1040685
Tb927.5.3160,Tb927_05_v5.1,1041864,1046397
Tb927.5.3170,Tb927_05_v5.1,1046420,1050207
Tb927.5.3180,Tb927_05_v5.1,1051043,1051611
Tb927.5.3190,Tb927_05_v5.1,1051915,1052697
Tb927.5.3200,Tb927_05_v5.1,1052815,1054641
Tb927.5.3210,Tb927_05_v5.1,1055535,1056120
Tb927.5.3220,Tb927_05_v5.1,1056036,1057777
Tb927.5.3230,Tb927_05_v5.1,1058295,1064868
Tb927.5.3240,Tb927_05_v5.1,1065639,1068562
Tb927.5.3250,Tb927_05_v5.1,1069603,1069827
Tb927.5.3250,Tb927_05_v5.1,1069603,1074290
Tb927.5.3260,Tb927_05_v5.1,1075429,1080296
Tb927.5.3270,Tb927_05_v5.1,1080438,1083160
Tb5.NT.75,Tb927_05_v5.1,1083316,1083607
Tb927.5.3280,Tb927_05_v5.1,1083944,1087829
Tb927.5.3290,Tb927_05_v5.1,1088730,1094274
Tb927.5.3300,Tb927_05_v5.1,1095350,1096095
Tb927.5.3310,Tb927_05_v5.1,1096204,1098094
Tb927.5.3320,Tb927_05_v5.1,1098221,1103130
Tb927.5.3330,Tb927_05_v5.1,1103246,1118742
Tb927.5.3340,Tb927_05_v5.1,1119350,1119807
Tb927.5.3350,Tb927_05_v5.1,1120002,1122000
Tb927.5.3360,Tb927_05_v5.1,1121691,1123713
Tb927.5.3370,Tb927_05_v5.1,1124118,1126164
Tb927.5.3380,Tb927_05_v5.1,1126955,1128779
Tb927.5.3390,Tb927_05_v5.1,1128956,1129929
Tb927.5.3400,Tb927_05_v5.1,1130509,1134466
Tb927.5.3410,Tb927_05_v5.1,1134627,1135665
Tb927.5.3420,Tb927_05_v5.1,1136145,1138140
Tb927.5.3430,Tb927_05_v5.1,1138329,1141265
Tb927.5.3440,Tb927_05_v5.1,1141520,1143330
Tb927.5.3450,Tb927_05_v5.1,1143457,1145492
Tb927.5.3460,Tb927_05_v5.1,1145589,1147469
Tb927.5.3470,Tb927_05_v5.1,1147678,1149163
Tb927.5.3480,Tb927_05_v5.1,1149758,1151432
Tb927.5.3490,Tb927_05_v5.1,1151548,1152757
Tb927.5.3500,Tb927_05_v5.1,1152886,1155744
Tb927.5.3510,Tb927_05_v5.1,1159513,1163174
Tb927.5.3520,Tb927_05_v5.1,1164959,1166278
Tb927.5.3530,Tb927_05_v5.1,1166403,1168945
Tb927.5.3540,Tb927_05_v5.1,1169049,1172145
Tb927.5.3550,Tb927_05_v5.1,1172516,1173940
Tb927.5.3560,Tb927_05_v5.1,1174161,1175435
Tb927.5.3570,Tb927_05_v5.1,1175463,1177939
Tb5.NT.81,Tb927_05_v5.1,1178096,1178490
Tb927.5.3580,Tb927_05_v5.1,1178635,1179671
Tb927.5.3590,Tb927_05_v5.1,1179830,1181880
Tb927.5.3600,Tb927_05_v5.1,1182047,1185488
Tb927.5.3600,Tb927_05_v5.1,1182403,1185488
Tb927.5.3610,Tb927_05_v5.1,1185579,1189703
Tb927.5.3620,Tb927_05_v5.1,1189830,1198146
Tb927.5.3630,Tb927_05_v5.1,1198441,1199781
Tb927.5.3640,Tb927_05_v5.1,1200886,1201768
Tb927.5.3650,Tb927_05_v5.1,1202305,1204742
Tb927.5.3660,Tb927_05_v5.1,1205310,1207735
Tb927.5.3670,Tb927_05_v5.1,1207842,1212071
Tb927.5.3680,Tb927_05_v5.1,1212223,1213687
Tb927.5.3690,Tb927_05_v5.1,1213759,1215182
Tb927.5.3700,Tb927_05_v5.1,1215458,1216685
Tb927.5.3710,Tb927_05_v5.1,1217439,1219415
Tb927.5.3720,Tb927_05_v5.1,1219907,1220990
Tb927.5.3730,Tb927_05_v5.1,1221410,1223264
Tb927.5.3740,Tb927_05_v5.1,1223485,1223998
Tb927.5.3745,Tb927_05_v5.1,1224220,1224909
Tb927.5.3750,Tb927_05_v5.1,1225337,1226911
Tb927.5.3760,Tb927_05_v5.1,1227126,1228650
Tb927.5.3770,Tb927_05_v5.1,1230261,1231976
Tb927.5.3780,Tb927_05_v5.1,1232539,1235077
Tb927.5.3790,Tb927_05_v5.1,1234371,1237234
Tb927.5.3800,Tb927_05_v5.1,1237905,1244378
Tb927.5.3810,Tb927_05_v5.1,1246134,1247652
Tb927.5.3820,Tb927_05_v5.1,1248545,1249749
Tb927.5.3830,Tb927_05_v5.1,1250351,1251886
Tb927.5.3840,Tb927_05_v5.1,1251986,1254228
Tb927.5.3850,Tb927_05_v5.1,1254666,1257483
Tb927.5.3860,Tb927_05_v5.1,1257918,1261497
Tb927.5.3870,Tb927_05_v5.1,1261713,1264206
Tb927.5.3880,Tb927_05_v5.1,1264455,1266696
Tb927.5.3890,Tb927_05_v5.1,1267200,1268396
Tb927.5.3895,Tb927_05_v5.1,1268650,1269530
Tb927.5.3900,Tb927_05_v5.1,1269416,1272050
Tb927.5.3910,Tb927_05_v5.1,1272160,1273311
Tb927.5.3920,Tb927_05_v5.1,1273734,1276794
Tb927.5.3930,Tb927_05_v5.1,1277186,1279263
Tb927.5.3940,Tb927_05_v5.1,1279402,1281489
Tb927.5.3950,Tb927_05_v5.1,1281628,1283030
Tb927.5.3960,Tb927_05_v5.1,1283160,1284364
Tb927.5.3970,Tb927_05_v5.1,1284496,1285686
Tb927.5.3980,Tb927_05_v5.1,1285781,1287326
Tb927.5.3990,Tb927_05_v5.1,1287430,1294859
Tb927.5.4000,Tb927_05_v5.1,1295005,1296015
Tb927.5.4010,Tb927_05_v5.1,1296163,1297207
Tb927.5.4020,Tb927_05_v5.1,1299148,1300020
Tb927.5.4030,Tb927_05_v5.1,1300133,1300596
Tb927.5.4040,Tb927_05_v5.1,1300735,1303605
Tb927.5.4050,Tb927_05_v5.1,1303721,1304133
Tb927.5.4060,Tb927_05_v5.1,1304310,1306931
Tb927.5.4070,Tb927_05_v5.1,1307043,1309100
Tb927.5.4080,Tb927_05_v5.1,1309267,1311006
Tb927.5.4090,Tb927_05_v5.1,1311532,1312491
Tb927.5.4100,Tb927_05_v5.1,1312618,1314430
Tb927.5.4110,Tb927_05_v5.1,1314552,1317794
Tb927.5.4120,Tb927_05_v5.1,1318165,1318839
Tb927.5.4130,Tb927_05_v5.1,1319158,1322407
Tb927.5.4140,Tb927_05_v5.1,1323052,1324235
Tb5.NT.86,Tb927_05_v5.1,1324347,1324642
Tb927.5.4150,Tb927_05_v5.1,1324741,1326505
Tb927.5.4160,Tb927_05_v5.1,1326696,1327818
Tb927.5.4160,Tb927_05_v5.1,1326696,1327845
Tb927.5.4170,Tb927_05_v5.1,1328083,1328420
Tb927.5.4180,Tb927_05_v5.1,1328641,1329156
Tb927.5.4190,Tb927_05_v5.1,1329377,1329892
Tb927.5.4200,Tb927_05_v5.1,1330113,1330628
Tb927.5.4210,Tb927_05_v5.1,1331027,1331364
Tb927.5.4220,Tb927_05_v5.1,1331525,1332100
Tb927.5.4230,Tb927_05_v5.1,1332321,1332836
Tb927.5.4240,Tb927_05_v5.1,1333078,1333572
Tb927.5.4250,Tb927_05_v5.1,1333793,1334308
Tb927.5.4260,Tb927_05_v5.1,1334550,1335044
Tb927.5.4270,Tb927_05_v5.1,1335187,1337766
Tb927.5.4280,Tb927_05_v5.1,1337909,1339671
Tb927.5.4290,Tb927_05_v5.1,1339797,1341066
Tb927.5.4300,Tb927_05_v5.1,1341215,1344591
Tb927.5.4310,Tb927_05_v5.1,1344745,1347415
Tb927.5.4320,Tb927_05_v5.1,1347579,1348832
Tb927.5.4330,Tb927_05_v5.1,1349166,1350755
Tb927.5.4340,Tb927_05_v5.1,1350961,1353155
Tb927.5.4350,Tb927_05_v5.1,1353611,1354985
Tb927.5.4360,Tb927_05_v5.1,1355365,1356350
Tb927.5.4370,Tb927_05_v5.1,1356476,1357010
Tb927.5.4380,Tb927_05_v5.1,1357567,1362572
Tb927.5.4390,Tb927_05_v5.1,1363427,1363884
Tb927.5.4400,Tb927_05_v5.1,1364290,1365700
Tb927.5.4410,Tb927_05_v5.1,1365869,1366611
Tb927.5.4420,Tb927_05_v5.1,1366775,1369203
Tb927.5.4430,Tb927_05_v5.1,1369424,1371059
Tb927.5.4440,Tb927_05_v5.1,1371201,1371779
Tb927.5.4450,Tb927_05_v5.1,1371939,1373109
Tb927.5.4460,Tb927_05_v5.1,1373483,1377009
Tb927.5.4470,Tb927_05_v5.1,1376553,1380238
Tb927.5.4480,Tb927_05_v5.1,1380371,1382458
Tb927.5.4490,Tb927_05_v5.1,1382736,1383162
Tb927.5.4500,Tb927_05_v5.1,1383438,1384067
Tb927.5.4510,Tb927_05_v5.1,1384223,1384694
Tb927.5.4520,Tb927_05_v5.1,1384811,1387751
Tb927.5.4530,Tb927_05_v5.1,1387860,1388754
Tb927.5.4535,Tb927_05_v5.1,1389218,1389394
Tb927.5.4540,Tb927_05_v5.1,1396893,1404644
Tb927.5.4550,Tb927_05_v5.1,1402700,1408563
Tb927.5.4560,Tb927_05_v5.1,1410658,1413260
Tb927.5.4570,Tb927_05_v5.1,1413367,1416123
Tb927.5.4575,Tb927_05_v5.1,1417274,1417590
Tb927.5.4580,Tb927_05_v5.1,1418106,1423190
Tb927.5.4590,Tb927_05_v5.1,1423959,1424904
Tb927.5.4600,Tb927_05_v5.1,1425296,1426529
Tb927.5.4610,Tb927_05_v5.1,1431157,1432220
Tb927.5.4620,Tb927_05_v5.1,1433201,1434133
Tb927.5.4630,Tb927_05_v5.1,1437176,1438164
Tb927.5.4640,Tb927_05_v5.1,1440267,1440954
Tb927.5.4650,Tb927_05_v5.1,1443160,1444731
Tb927.5.4660,Tb927_05_v5.1,1444965,1446051
Tb927.5.4670,Tb927_05_v5.1,1447212,1448715
Tb927.5.4680,Tb927_05_v5.1,1450331,1451753
Tb927.5.4690,Tb927_05_v5.1,1453168,1454669
Tb927.5.4700,Tb927_05_v5.1,1457446,1458781
Tb927.5.4710,Tb927_05_v5.1,1461122,1463011
Tb927.5.4720,Tb927_05_v5.1,1463175,1463925
Tb927.5.4730,Tb927_05_v5.1,1465341,1466796
Tb927.5.4740,Tb927_05_v5.1,1467840,1469383
Tb927.5.4750,Tb927_05_v5.1,1477178,1478793
Tb927.5.4760,Tb927_05_v5.1,1479196,1480230
Tb927.5.4770,Tb927_05_v5.1,1480792,1483049
Tb927.5.4780,Tb927_05_v5.1,1485206,1491522
Tb927.5.4790,Tb927_05_v5.1,1491815,1494039
Tb927.5.4800,Tb927_05_v5.1,1494225,1494801
Tb927.5.4810,Tb927_05_v5.1,1496808,1504065
Tb927.5.4820,Tb927_05_v5.1,1506810,1508337
Tb927.5.4830,Tb927_05_v5.1,1510529,1512035
Tb927.5.4840,Tb927_05_v5.1,1513618,1515076
Tb927.5.4850,Tb927_05_v5.1,1516970,1518492
Tb927.5.4860,Tb927_05_v5.1,1518836,1519931
Tb927.5.4870,Tb927_05_v5.1,1520565,1521922
Tb927.5.4880,Tb927_05_v5.1,1523432,1525327
Tb927.5.4890,Tb927_05_v5.1,1526409,1526733
Tb927.5.4900,Tb927_05_v5.1,1527628,1529082
Tb927.5.4910,Tb927_05_v5.1,1531349,1533086
Tb927.5.4920,Tb927_05_v5.1,1534160,1535663
Tb927.5.4930,Tb927_05_v5.1,1537919,1539365
Tb927.5.4940,Tb927_05_v5.1,1541366,1542768
Tb927.5.4950,Tb927_05_v5.1,1550033,1551635
Tb927.5.4960,Tb927_05_v5.1,1553500,1554944
Tb927.5.4970,Tb927_05_v5.1,1556954,1558455
Tb927.5.4980,Tb927_05_v5.1,1560052,1561539
Tb927.5.4990,Tb927_05_v5.1,1564290,1565816
Tb927.5.5000,Tb927_05_v5.1,1566986,1568481
Tb927.5.5010,Tb927_05_v5.1,1569592,1571092
Tb927.5.5020,Tb927_05_v5.1,1571224,1572271
Tb927.5.5030,Tb927_05_v5.1,1573813,1574011
Tb927.5.5040,Tb927_05_v5.1,1575018,1576638
Tb927.5.5050,Tb927_05_v5.1,1577858,1579460
Tb927.5.5060,Tb927_05_v5.1,1580290,1581227
Tb927.5.5070,Tb927_05_v5.1,1583161,1583310
Tb927.5.5080,Tb927_05_v5.1,1584603,1586126
Tb927.5.5090,Tb927_05_v5.1,1588023,1589564
Tb927.5.5100,Tb927_05_v5.1,1591706,1593134
Tb927.5.5110,Tb927_05_v5.1,1596076,1597588
Tb927.5.5120,Tb927_05_v5.1,1598746,1600271
Tb927.5.5130,Tb927_05_v5.1,1601689,1603292
Tb927.5.5140,Tb927_05_v5.1,1603455,1604553
Tb927.5.5150,Tb927_05_v5.1,1605620,1607171
Tb927.5.5160,Tb927_05_v5.1,1608576,1610215
Tb927.5.5170,Tb927_05_v5.1,1611700,1613242
Tb927.5.5180,Tb927_05_v5.1,1613715,1614528
Tb927.5.5190,Tb927_05_v5.1,1615776,1617246
Tb927.5.5200,Tb927_05_v5.1,1617296,1618450
Tb927.5.5210,Tb927_05_v5.1,1619946,1621392
Tb927.5.5220,Tb927_05_v5.1,1623753,1625641
Tb927.5.5230,Tb927_05_v5.1,1626328,1627435
Tb927.5.5240,Tb927_05_v5.1,1628254,1629760
Tb927.5.5250,Tb927_05_v5.1,1630874,1631172
Tb927.5.5260,Tb927_05_v5.1,1631684,1633392
Tb927.5.5270,Tb927_05_v5.1,1634602,1636008
Tb927.5.5280,Tb927_05_v5.1,1637474,1639048
Tb927.5.5290,Tb927_05_v5.1,1640618,1642161
Tb927.5.5300,Tb927_05_v5.1,1643783,1645297
Tb927.5.5310,Tb927_05_v5.1,1647733,1649178
Tb927.5.5320,Tb927_05_v5.1,1651499,1653035
Tb927.5.5330,Tb927_05_v5.1,1655039,1656582
Tb927.5.5340,Tb927_05_v5.1,1656995,1657997
Tb927.5.5350,Tb927_05_v5.1,1659312,1662370
Tb927.5.5360,Tb927_05_v5.1,1665293,1665791
Tb927.5.5370,Tb927_05_v5.1,1666952,1668413
Tb927.5.5380,Tb927_05_v5.1,1669558,1670983
Tb927.5.5390,Tb927_05_v5.1,1672389,1674122
Tb927.5.5400,Tb927_05_v5.1,1677924,1679547
Tb927.5.5410,Tb927_05_v5.1,1681439,1682828
Tb927.5.5420,Tb927_05_v5.1,1693596,1694949
Tb927.5.5430,Tb927_05_v5.1,1697630,1699160
Tb927.5.5440,Tb927_05_v5.1,1701513,1702952
Tb927.5.5450,Tb927_05_v5.1,1705005,1712562
Tb927.5.5460,Tb927_05_v5.1,1713940,1715419
Tb927.5.5470,Tb927_05_v5.1,1716534,1717869
Tb927.5.5480,Tb927_05_v5.1,1719964,1721488
Tb927.5.5490,Tb927_05_v5.1,1724308,1725643
Tb927.5.5500,Tb927_05_v5.1,1727990,1729424
Tb927.5.5510,Tb927_05_v5.1,1731931,1733473
Tb927.5.5520,Tb927_05_v5.1,1735540,1737118
Tb927.5.5530,Tb927_05_v5.1,1738207,1739825
Tb927.5.5540,Tb927_05_v5.1,1741681,1743115
Tb927.5.5550,Tb927_05_v5.1,1744794,1746634
Tb927.5.5560,Tb927_05_v5.1,1748374,1749835
Tb927.5.5570,Tb927_05_v5.1,1751302,1752808
Tb927.5.5580,Tb927_05_v5.1,1754039,1758955
Tb927.5.5590,Tb927_05_v5.1,1758914,1766034
Tb927.5.5600,Tb927_05_v5.1,1768124,1769603
Tb927.5.5610,Tb927_05_v5.1,1771887,1773315
Tb927.5.5620,Tb927_05_v5.1,1775823,1777293
Tb927.5.5630,Tb927_05_v5.1,1778505,1780110
Tb927.5.5640,Tb927_05_v5.1,1782017,1783574
Tb927.5.5650,Tb927_05_v5.1,1785356,1786463
Tb927.5.5660,Tb927_05_v5.1,1787673,1789201
Tb927.5.5670,Tb927_05_v5.1,1791305,1792811
Tb927.5.5680,Tb927_05_v5.1,1795807,1797312
Tb927.5.5690,Tb927_05_v5.1,1798984,1801143
Tb927.6.100,Tb927_06_v5.1,0,1326
Tb927.6.110,Tb927_06_v5.1,1750,2416
Tb927.6.120,Tb927_06_v5.1,2597,3337
Tb927.6.130,Tb927_06_v5.1,3469,11598
Tb927.6.140,Tb927_06_v5.1,11449,14509
Tb927.6.150,Tb927_06_v5.1,15456,18640
Tb927.6.160,Tb927_06_v5.1,20510,22579
Tb927.6.170,Tb927_06_v5.1,22848,32013
Tb927.6.180,Tb927_06_v5.1,41686,45538
Tb927.6.181,Tb927_06_v5.1,49719,49855
Tb927.6.182,Tb927_06_v5.1,50166,50244
Tb927.6.183,Tb927_06_v5.1,50567,50750
Tb927.6.184,Tb927_06_v5.1,50887,51403
Tb927.6.185,Tb927_06_v5.1,51910,52891
Tb927.6.186,Tb927_06_v5.1,52967,53182
Tb927.6.187,Tb927_06_v5.1,53339,53702
Tb927.6.190,Tb927_06_v5.1,71526,77629
Tb927.6.200,Tb927_06_v5.1,85659,89469
